delta,val,tare
-455,8269866,270321
-482,8269839,270321
-481,8269840,270321
-405,8269916,270321
-446,8269875,270321
-438,8269883,270321
-453,8269868,270321
-436,8269885,270321
-461,8269860,270321
-519,8269802,270321
-516,8269805,270321
-435,8269886,270321
-462,8269859,270321
-451,8269870,270321
-452,8269869,270321
-418,8269903,270321
-413,8269908,270321
-430,8269891,270321
-409,8269912,270321
-461,8269860,270321
-506,8269815,270321
-502,8269819,270321
-542,8269779,270321
-518,8269803,270321
-462,8269859,270321
-499,8269822,270321
-484,8269837,270321
-444,8269877,270321
-441,8269880,270321
-407,8269914,270321
-458,8269863,270321
-487,8269834,270321
-539,8269782,270321
-546,8269775,270321
-548,8269773,270321
-542,8269779,270321
-504,8269817,270321
-446,8269875,270321
-438,8269883,270321
-424,8269897,270321
-458,8269863,270321
-473,8269848,270321
-440,8269881,270321
-405,8269916,270321
-434,8269887,270321
-428,8269893,270321
-450,8269871,270321
-442,8269879,270321
-464,8269857,270321
-468,8269853,270321
-455,8269866,270321
-432,8269889,270321
-428,8269893,270321
-449,8269872,270321
-377,8269944,270321
-451,8269870,270321
-497,8269824,270321
-468,8269853,270321
-416,8269905,270321
-415,8269906,270321
-401,8269920,270321
-452,8269869,270321
-463,8269858,270321
-473,8269848,270321
-457,8269864,270321
-445,8269876,270321
-429,8269892,270321
-429,8269892,270321
-439,8269882,270321
-456,8269865,270321
-391,8269930,270321
-396,8269925,270321
-484,8269837,270321
-447,8269874,270321
-486,8269835,270321
-457,8269864,270321
-452,8269869,270321
-478,8269843,270321
-445,8269876,270321
-375,8269946,270321
-460,8269861,270321
-520,8269801,270321
-540,8269781,270321
-543,8269778,270321
-464,8269857,270321
-442,8269879,270321
-531,8269790,270321
-524,8269797,270321
-461,8269860,270321
-434,8269887,270321
-426,8269895,270321
-441,8269880,270321
-461,8269860,270321
-448,8269873,270321
-419,8269902,270321
-465,8269856,270321
-504,8269817,270321
-435,8269886,270321
-401,8269920,270321
-426,8269895,270321
-438,8269883,270321
-467,8269854,270321
-394,8269927,270321
-350,8269971,270321
-412,8269909,270321
-400,8269921,270321
-421,8269900,270321
-436,8269885,270321
-433,8269888,270321
-440,8269881,270321
-437,8269884,270321
-437,8269884,270321
-481,8269840,270321
-645,8269676,270321
-1219,8269102,270321
-1238,8269083,270321
-465,8269856,270321
-101,8270220,270321
490,8270811,270321
975,8271296,270321
1300,8271621,270321
2295,8272616,270321
2395,8272716,270321
2432,8272753,270321
2833,8273154,270321
3560,8273881,270321
4427,8274748,270321
5335,8275656,270321
6438,8276759,270321
6926,8277247,270321
7167,8277488,270321
7319,8277640,270321
7482,8277803,270321
7840,8278161,270321
7947,8278268,270321
7885,8278206,270321
7941,8278262,270321
8209,8278530,270321
8393,8278714,270321
8496,8278817,270321
8421,8278742,270321
7876,8278197,270321
7527,8277848,270321
7288,8277609,270321
7124,8277445,270321
765,8271086,270321
946,8271267,270321
33,8270354,270321
-80,8270241,270321
41,8270362,270321
35,8270356,270321
41,8270362,270321
24,8270345,270321
-39,8270282,270321
-63,8270258,270321
-85,8270236,270321
-62,8270259,270321
-15,8270306,270321
65,8270386,270321
36,8270357,270321
4,8270325,270321
15,8270336,270321
-23,8270298,270321
-60,8270261,270321
-52,8270269,270321
-132,8270189,270321
-63,8270258,270321
39,8270360,270321
39,8270360,270321
15,8270336,270321
-264,8270057,270321
-52,8270269,270321
-134,8270187,270321
-130,8270191,270321
111,8270432,270321
-322,8269999,270321
-241,8270080,270321
-239,8270082,270321
-207,8270114,270321
-233,8270088,270321
-366,8269955,270321
-368,8269953,270321
-496,8269825,270321
-506,8269815,270321
-429,8269892,270321
-446,8269875,270321
-543,8269778,270321
-468,8269853,270321
-433,8269888,270321
-400,8269921,270321
-414,8269907,270321
-709,8269612,270321
-600,8269721,270321
-655,8269666,270321
-634,8269687,270321
-575,8269746,270321
-717,8269604,270321
-729,8269592,270321
-777,8269544,270321
-690,8269631,270321
-754,8269567,270321
-770,8269551,270321
-694,8269627,270321
-720,8269601,270321
-782,8269539,270321
-1049,8269272,270321
-853,8269468,270321
-790,8269531,270321
-780,8269541,270321
-880,8269441,270321
-977,8269344,270321
-906,8269415,270321
-1009,8269312,270321
-875,8269446,270321
-853,8269468,270321
-869,8269452,270321
-913,8269408,270321
-876,8269445,270321
-941,8269380,270321
-890,8269431,270321
-887,8269434,270321
-946,8269375,270321
-957,8269364,270321
-990,8269331,270321
-896,8269425,270321
-878,8269443,270321
-880,8269441,270321
-945,8269376,270321
-980,8269341,270321
-879,8269442,270321
-971,8269350,270321
-906,8269415,270321
-915,8269406,270321
-896,8269425,270321
-883,8269438,270321
-936,8269385,270321
-825,8269496,270321
-926,8269395,270321
-885,8269436,270321
-916,8269405,270321
-907,8269414,270321
-893,8269428,270321
-870,8269451,270321
-890,8269431,270321
-977,8269344,270321
-1152,8269169,270321
-1080,8269241,270321
-893,8269428,270321
-1041,8269280,270321
-1024,8269297,270321
-1004,8269317,270321
-893,8269428,270321
-919,8269402,270321
-1115,8269206,270321
-886,8269435,270321
-1028,8269293,270321
-1037,8269284,270321
-1029,8269292,270321
-908,8269413,270321
-922,8269399,270321
-1013,8269308,270321
-1036,8269285,270321
-801,8269520,270321
-1004,8269317,270321
-1030,8269291,270321
-1171,8269150,270321
-1018,8269303,270321
-1122,8269199,270321
-1126,8269195,270321
-1171,8269150,270321
-1136,8269185,270321
-1095,8269226,270321
-1092,8269229,270321
-1105,8269216,270321
-1066,8269255,270321
-1029,8269292,270321
-1047,8269274,270321
-1055,8269266,270321
-1091,8269230,270321
-1128,8269193,270321
-1169,8269152,270321
-1171,8269150,270321
-1026,8269295,270321
-1093,8269228,270321
-1318,8269003,270321
-1157,8269164,270321
-935,8269386,270321
-1526,8268795,270321
-1036,8269285,270321
-1026,8269295,270321
-1095,8269226,270321
-1124,8269197,270321
-1217,8269104,270321
-1171,8269150,270321
-1240,8269081,270321
-1343,8268978,270321
-1628,8268693,270321
-1480,8268841,270321
-2133,8268188,270321
-2100,8268221,270321
-3438,8266883,270321
-5266,8265055,270321
-2337,8267984,270321
-1012,8269309,270321
-864,8269457,270321
-1078,8269243,270321
-952,8269369,270321
-832,8269489,270321
-1025,8269296,270321
-789,8269532,270321
-992,8269329,270321
-1279,8269042,270321
-1225,8269096,270321
-1084,8269237,270321
-677,8269644,270321
-1055,8269266,270321
-917,8269404,270321
-952,8269369,270321
-1385,8268936,270321
-1278,8269043,270321
-1273,8269048,270321
-1206,8269115,270321
-1078,8269243,270321
-1004,8269317,270321
-1272,8269049,270321
-1104,8269217,270321
-1063,8269258,270321
-1152,8269169,270321
-1096,8269225,270321
-1033,8269288,270321
-1151,8269170,270321
-1013,8269308,270321
-1090,8269231,270321
-1041,8269280,270321
-959,8269362,270321
-1114,8269207,270321
-1051,8269270,270321
-1029,8269292,270321
-1006,8269315,270321
-991,8269330,270321
-1056,8269265,270321
-1065,8269256,270321
-1042,8269279,270321
-1093,8269228,270321
-1561,8268760,270321
-1351,8268970,270321
-958,8269363,270321
-966,8269355,270321
-1113,8269208,270321
-1271,8269050,270321
-1246,8269075,270321
-1066,8269255,270321
-1081,8269240,270321
-991,8269330,270321
-1035,8269286,270321
-1188,8269133,270321
-896,8269425,270321
-1070,8269251,270321
-1153,8269168,270321
-1033,8269288,270321
-927,8269394,270321
-1059,8269262,270321
-1050,8269271,270321
-1057,8269264,270321
-1094,8269227,270321
-1028,8269293,270321
-1045,8269276,270321
-1053,8269268,270321
-1035,8269286,270321
-1066,8269255,270321
-1028,8269293,270321
-1008,8269313,270321
-1086,8269235,270321
-1025,8269296,270321
-1023,8269298,270321
-1085,8269236,270321
-1116,8269205,270321
-1091,8269230,270321
-1146,8269175,270321
-1107,8269214,270321
-1064,8269257,270321
-1076,8269245,270321
-1044,8269277,270321
-1015,8269306,270321
-1013,8269308,270321
-1084,8269237,270321
-1069,8269252,270321
-1126,8269195,270321
-1072,8269249,270321
-1064,8269257,270321
-1085,8269236,270321
-1104,8269217,270321
-1130,8269191,270321
-1172,8269149,270321
-1204,8269117,270321
-1181,8269140,270321
-1146,8269175,270321
-1109,8269212,270321
-1039,8269282,270321
-1116,8269205,270321
-1094,8269227,270321
-1032,8269289,270321
-1117,8269204,270321
-1142,8269179,270321
-1132,8269189,270321
-1104,8269217,270321
-1093,8269228,270321
-1139,8269182,270321
-1126,8269195,270321
-1107,8269214,270321
-1126,8269195,270321
-1114,8269207,270321
-1161,8269160,270321
-1128,8269193,270321
-1114,8269207,270321
-1103,8269218,270321
-1094,8269227,270321
-909,8269412,270321
-1117,8269204,270321
-1215,8269106,270321
-242,8270079,270321
749,8271070,270321
1015,8271336,270321
1067,8271388,270321
944,8271265,270321
988,8271309,270321
1299,8271620,270321
1812,8272133,270321
1345,8271666,270321
915,8271236,270321
5582,8275903,270321
3890,8274211,270321
2911,8273232,270321
719,8271040,270321
-551,8269770,270321
-1053,8269268,270321
-1052,8269269,270321
-1037,8269284,270321
-1080,8269241,270321
-1123,8269198,270321
-1132,8269189,270321
-1101,8269220,270321
-1110,8269211,270321
-1129,8269192,270321
-1114,8269207,270321
-1133,8269188,270321
-1122,8269199,270321
-1119,8269202,270321
-1134,8269187,270321
-1067,8269254,270321
-1023,8269298,270321
-1058,8269263,270321
-1093,8269228,270321
-1128,8269193,270321
-1153,8269168,270321
-1120,8269201,270321
-1094,8269227,270321
-1132,8269189,270321
-1153,8269168,270321
-1114,8269207,270321
-1113,8269208,270321
-1088,8269233,270321
-1053,8269268,270321
-1071,8269250,270321
-1107,8269214,270321
-1200,8269121,270321
-1138,8269183,270321
-1047,8269274,270321
-1079,8269242,270321
-1107,8269214,270321
-1042,8269279,270321
-1097,8269224,270321
-1078,8269243,270321
-1090,8269231,270321
-1120,8269201,270321
-1113,8269208,270321
-1088,8269233,270321
-1044,8269277,270321
-1110,8269211,270321
-1196,8269125,270321
-1172,8269149,270321
-1101,8269220,270321
-1068,8269253,270321
-1139,8269182,270321
-1111,8269210,270321
-1084,8269237,270321
-1112,8269209,270321
-1159,8269162,270321
-1106,8269215,270321
-1028,8269293,270321
-1105,8269216,270321
-1153,8269168,270321
-1133,8269188,270321
-1123,8269198,270321
-1150,8269171,270321
-712,8269609,270321
-949,8269372,270321
-1149,8269172,270321
-1016,8269305,270321
-1006,8269315,270321
-1115,8269206,270321
-704,8269617,270321
-665,8269656,270321
-729,8269592,270321
-266,8270055,270321
159,8270480,270321
378,8270699,270321
-1075,8269246,270321
-697,8269624,270321
-607,8269714,270321
-731,8269590,270321
-996,8269325,270321
-979,8269342,270321
-942,8269379,270321
-852,8269469,270321
-872,8269449,270321
-802,8269519,270321
-767,8269554,270321
-760,8269561,270321
-356,8269965,270321
-320,8270001,270321
-328,8269993,270321
-422,8269899,270321
-592,8269729,270321
-453,8269868,270321
-460,8269861,270321
-478,8269843,270321
-470,8269851,270321
-158,8270163,270321
343,8270664,270321
383,8270704,270321
749,8271070,270321
768,8271089,270321
876,8271197,270321
-241,8270080,270321
-1100,8269221,270321
-919,8269402,270321
-915,8269406,270321
-931,8269390,270321
-467,8269854,270321
-745,8269576,270321
-642,8269679,270321
-1071,8269250,270321
-1032,8269289,270321
-878,8269443,270321
-724,8269597,270321
-1092,8269229,270321
-1034,8269287,270321
-1051,8269270,270321
-1058,8269263,270321
-1061,8269260,270321
-1070,8269251,270321
-1089,8269232,270321
-999,8269322,270321
-960,8269361,270321
-949,8269372,270321
-967,8269354,270321
-937,8269384,270321
-462,8269859,270321
-565,8269756,270321
-456,8269865,270321
63,8270384,270321
451,8270772,270321
-35,8270286,270321
-190,8270131,270321
-59,8270262,270321
-154,8270167,270321
-247,8270074,270321
-367,8269954,270321
-579,8269742,270321
-493,8269828,270321
-525,8269796,270321
-452,8269869,270321
-480,8269841,270321
-606,8269715,270321
-681,8269640,270321
-758,8269563,270321
-895,8269426,270321
-907,8269414,270321
-868,8269453,270321
-781,8269540,270321
-816,8269505,270321
-812,8269509,270321
-687,8269634,270321
-790,8269531,270321
-835,8269486,270321
-268,8270053,270321
-520,8269801,270321
-278,8270043,270321
-359,8269962,270321
-563,8269758,270321
-838,8269483,270321
-842,8269479,270321
-848,8269473,270321
-901,8269420,270321
-878,8269443,270321
-896,8269425,270321
-928,8269393,270321
-892,8269429,270321
-864,8269457,270321
-865,8269456,270321
-818,8269503,270321
-840,8269481,270321
-918,8269403,270321
-873,8269448,270321
-808,8269513,270321
-908,8269413,270321
-948,8269373,270321
-1000,8269321,270321
-992,8269329,270321
-988,8269333,270321
-929,8269392,270321
-840,8269481,270321
-886,8269435,270321
-927,8269394,270321
-909,8269412,270321
-978,8269343,270321
-971,8269350,270321
-860,8269461,270321
-862,8269459,270321
-988,8269333,270321
-941,8269380,270321
-933,8269388,270321
-992,8269329,270321
-915,8269406,270321
-929,8269392,270321
-994,8269327,270321
-954,8269367,270321
-910,8269411,270321
-908,8269413,270321
-972,8269349,270321
-985,8269336,270321
-896,8269425,270321
-904,8269417,270321
-857,8269464,270321
-847,8269474,270321
-864,8269457,270321
-924,8269397,270321
-951,8269370,270321
-945,8269376,270321
-913,8269408,270321
-856,8269465,270321
-851,8269470,270321
-912,8269409,270321
-945,8269376,270321
-878,8269443,270321
-852,8269469,270321
-862,8269459,270321
-895,8269426,270321
-889,8269432,270321
-908,8269413,270321
-962,8269359,270321
-644,8269677,270321
-933,8269388,270321
-1001,8269320,270321
-679,8269642,270321
-1075,8269246,270321
-948,8269373,270321
-945,8269376,270321
-959,8269362,270321
-998,8269323,270321
-999,8269322,270321
-960,8269361,270321
-943,8269378,270321
-1007,8269314,270321
-986,8269335,270321
-1000,8269321,270321
-970,8269351,270321
-930,8269391,270321
-960,8269361,270321
-1003,8269318,270321
-988,8269333,270321
-928,8269393,270321
-923,8269398,270321
-948,8269373,270321
-938,8269383,270321
-899,8269422,270321
-856,8269465,270321
-958,8269363,270321
-953,8269368,270321
-962,8269359,270321
-950,8269371,270321
-937,8269384,270321
-979,8269342,270321
-962,8269359,270321
-948,8269373,270321
-953,8269368,270321
-953,8269368,270321
-953,8269368,270321
-988,8269333,270321
-967,8269354,270321
-1004,8269317,270321
-1001,8269320,270321
-1009,8269312,270321
-1002,8269319,270321
-1015,8269306,270321
-1049,8269272,270321
-1034,8269287,270321
-1054,8269267,270321
-994,8269327,270321
-971,8269350,270321
-1018,8269303,270321
-1076,8269245,270321
-1065,8269256,270321
-1033,8269288,270321
-1061,8269260,270321
-1004,8269317,270321
-1005,8269316,270321
-1028,8269293,270321
-966,8269355,270321
-983,8269338,270321
-1078,8269243,270321
-1032,8269289,270321
-1023,8269298,270321
-1061,8269260,270321
-1012,8269309,270321
-997,8269324,270321
-1016,8269305,270321
-1031,8269290,270321
-994,8269327,270321
-1026,8269295,270321
-1035,8269286,270321
-1069,8269252,270321
-1027,8269294,270321
-943,8269378,270321
-999,8269322,270321
-994,8269327,270321
-1023,8269298,270321
-1016,8269305,270321
-1020,8269301,270321
-1021,8269300,270321
-1020,8269301,270321
-1010,8269311,270321
-1045,8269276,270321
-1001,8269320,270321
-944,8269377,270321
-1041,8269280,270321
-970,8269351,270321
-1061,8269260,270321
-1062,8269259,270321
-1032,8269289,270321
-1033,8269288,270321
-1075,8269246,270321
-1016,8269305,270321
-987,8269334,270321
-993,8269328,270321
-977,8269344,270321
-1012,8269309,270321
-1008,8269313,270321
-1074,8269247,270321
-992,8269329,270321
-976,8269345,270321
-1011,8269310,270321
-1121,8269200,270321
-1074,8269247,270321
-1032,8269289,270321
-1062,8269259,270321
-1047,8269274,270321
-1047,8269274,270321
-991,8269330,270321
-1028,8269293,270321
-980,8269341,270321
-965,8269356,270321
-978,8269343,270321
-1020,8269301,270321
-1072,8269249,270321
-1024,8269297,270321
-979,8269342,270321
-947,8269374,270321
-968,8269353,270321
-1027,8269294,270321
-1010,8269311,270321
-959,8269362,270321
-1049,8269272,270321
-1051,8269270,270321
-1038,8269283,270321
-1019,8269302,270321
-1042,8269279,270321
-964,8269357,270321
-960,8269361,270321
-981,8269340,270321
-1058,8269263,270321
-1040,8269281,270321
-978,8269343,270321
