delta,val,tare
22290,8284641,262351
25961,8288312,262351
38450,8300801,262351
63634,8325985,262351
72185,8334536,262351
62225,8324576,262351
49908,8312259,262351
46695,8309046,262351
46669,8309020,262351
46614,8308965,262351
46496,8308847,262351
45524,8307875,262351
44540,8306891,262351
44954,8307305,262351
42788,8305139,262351
35485,8297836,262351
21915,8284266,262351
3290,8265641,262351
-17230,8245121,262351
-44903,8217448,262351
-41836,8220515,262351
-32837,8229514,262351
-25511,8236840,262351
-23165,8239186,262351
-20658,8241693,262351
-18160,8244191,262351
-17693,8244658,262351
-17914,8244437,262351
-17788,8244563,262351
-17318,8245033,262351
-17372,8244979,262351
-17476,8244875,262351
-16451,8245900,262351
-16219,8246132,262351
-16652,8245699,262351
-16857,8245494,262351
-17246,8245105,262351
-16980,8245371,262351
-15965,8246386,262351
-9343,8253008,262351
7187,8269538,262351
26741,8289092,262351
34656,8297007,262351
21020,8283371,262351
19416,8281767,262351
19421,8281772,262351
19442,8281793,262351
19431,8281782,262351
19429,8281780,262351
19460,8281811,262351
19542,8281893,262351
19628,8281979,262351
19769,8282120,262351
20136,8282487,262351
19262,8281613,262351
10327,8272678,262351
-707,8261644,262351
-11657,8250694,262351
-16406,8245945,262351
-6120,8256231,262351
8363,8270714,262351
15106,8277457,262351
16297,8278648,262351
16325,8278676,262351
16379,8278730,262351
16431,8278782,262351
16581,8278932,262351
17012,8279363,262351
17099,8279450,262351
17304,8279655,262351
17543,8279894,262351
17309,8279660,262351
17267,8279618,262351
17272,8279623,262351
17250,8279601,262351
17141,8279492,262351
17140,8279491,262351
17148,8279499,262351
17137,8279488,262351
17065,8279416,262351
17102,8279453,262351
17099,8279450,262351
17153,8279504,262351
17149,8279500,262351
17091,8279442,262351
17079,8279430,262351
17076,8279427,262351
17039,8279390,262351
17919,8280270,262351
18985,8281336,262351
15090,8277441,262351
26441,8288792,262351
23383,8285734,262351
13000,8275351,262351
7026,8269377,262351
-8627,8253724,262351
-24612,8237739,262351
-29962,8232389,262351
-32020,8230331,262351
-24943,8237408,262351
-11402,8250949,262351
-7075,8255276,262351
-10493,8251858,262351
-15684,8246667,262351
-14358,8247993,262351
-13133,8249218,262351
-12749,8249602,262351
-12719,8249632,262351
-12744,8249607,262351
-12705,8249646,262351
-12649,8249702,262351
-12621,8249730,262351
-12584,8249767,262351
-12538,8249813,262351
-12567,8249784,262351
-12563,8249788,262351
-12493,8249858,262351
-12495,8249856,262351
-12572,8249779,262351
-12502,8249849,262351
-12061,8250290,262351
-11715,8250636,262351
-12159,8250192,262351
-12066,8250285,262351
-10683,8251668,262351
-8958,8253393,262351
-7959,8254392,262351
-7311,8255040,262351
-7841,8254510,262351
-10904,8251447,262351
-15139,8247212,262351
-16477,8245874,262351
-15752,8246599,262351
-12829,8249522,262351
-11595,8250756,262351
-14100,8248251,262351
-15053,8247298,262351
-13094,8249257,262351
-12909,8249442,262351
-14173,8248178,262351
-14123,8248228,262351
-16520,8245831,262351
-17736,8244615,262351
-16749,8245602,262351
-18271,8244080,262351
-18447,8243904,262351
-17233,8245118,262351
-17842,8244509,262351
-17958,8244393,262351
-18193,8244158,262351
-16343,8246008,262351
-11618,8250733,262351
-9464,8252887,262351
-8989,8253362,262351
-8247,8254104,262351
-6341,8256010,262351
-4299,8258052,262351
-3198,8259153,262351
-2302,8260049,262351
-2194,8260157,262351
-2420,8259931,262351
-1729,8260622,262351
-1254,8261097,262351
-1364,8260987,262351
-539,8261812,262351
-584,8261767,262351
-990,8261361,262351
-1140,8261211,262351
-1978,8260373,262351
-2521,8259830,262351
-1662,8260689,262351
-894,8261457,262351
127,8262478,262351
1492,8263843,262351
2254,8264605,262351
295,8262646,262351
-873,8261478,262351
-1227,8261124,262351
-2143,8260208,262351
-2255,8260096,262351
-1433,8260918,262351
-493,8261858,262351
582,8262933,262351
1102,8263453,262351
787,8263138,262351
389,8262740,262351
295,8262646,262351
-432,8261919,262351
304,8262655,262351
1431,8263782,262351
2502,8264853,262351
2480,8264831,262351
1983,8264334,262351
1323,8263674,262351
730,8263081,262351
791,8263142,262351
2189,8264540,262351
3435,8265786,262351
3777,8266128,262351
3792,8266143,262351
3232,8265583,262351
3336,8265687,262351
4417,8266768,262351
4024,8266375,262351
3207,8265558,262351
3761,8266112,262351
4506,8266857,262351
3962,8266313,262351
1929,8264280,262351
1001,8263352,262351
829,8263180,262351
397,8262748,262351
-192,8262159,262351
-657,8261694,262351
-881,8261470,262351
-1067,8261284,262351
-945,8261406,262351
-1049,8261302,262351
-973,8261378,262351
-1514,8260837,262351
-1596,8260755,262351
-746,8261605,262351
-755,8261596,262351
-658,8261693,262351
1489,8263840,262351
4983,8267334,262351
12328,8274679,262351
33093,8295444,262351
69691,8332042,262351
107693,8370044,262351
131732,8394083,262351
148728,8411079,262351
162862,8425213,262351
175606,8437957,262351
183817,8446168,262351
178823,8441174,262351
153677,8416028,262351
83212,8345563,262351
35632,8297983,262351
29914,8292265,262351
29925,8292276,262351
30010,8292361,262351
30270,8292621,262351
30416,8292767,262351
30396,8292747,262351
30348,8292699,262351
30444,8292795,262351
30602,8292953,262351
30558,8292909,262351
30491,8292842,262351
30575,8292926,262351
30618,8292969,262351
30664,8293015,262351
30558,8292909,262351
30499,8292850,262351
30614,8292965,262351
30610,8292961,262351
31439,8293790,262351
37387,8299738,262351
87504,8349855,262351
129318,8391669,262351
169979,8432330,262351
199968,8462319,262351
222489,8484840,262351
243586,8505937,262351
267282,8529633,262351
290017,8552368,262351
302792,8565143,262351
304572,8566923,262351
292536,8554887,262351
247255,8509606,262351
63212,8325563,262351
33291,8295642,262351
31790,8294141,262351
31935,8294286,262351
32174,8294525,262351
32274,8294625,262351
32338,8294689,262351
32315,8294666,262351
32314,8294665,262351
32246,8294597,262351
32353,8294704,262351
32615,8294966,262351
32842,8295193,262351
32792,8295143,262351
32634,8294985,262351
32685,8295036,262351
33133,8295484,262351
33895,8296246,262351
33991,8296342,262351
33472,8295823,262351
33749,8296100,262351
34083,8296434,262351
34231,8296582,262351
34196,8296547,262351
33859,8296210,262351
33576,8295927,262351
32403,8294754,262351
27741,8290092,262351
26025,8288376,262351
27373,8289724,262351
25788,8288139,262351
12383,8274734,262351
-8339,8254012,262351
-29612,8232739,262351
-50115,8212236,262351
-68262,8194089,262351
-102298,8160053,262351
-119625,8142726,262351
-125856,8136495,262351
-114232,8148119,262351
-74129,8188222,262351
-39074,8223277,262351
-25577,8236774,262351
-20276,8242075,262351
-18902,8243449,262351
-19101,8243250,262351
-19200,8243151,262351
-19025,8243326,262351
-18725,8243626,262351
-19043,8243308,262351
-19380,8242971,262351
-19521,8242830,262351
-19382,8242969,262351
-19288,8243063,262351
-19431,8242920,262351
-19579,8242772,262351
-18302,8244049,262351
-13194,8249157,262351
-6519,8255832,262351
6725,8269076,262351
51014,8313365,262351
65132,8327483,262351
74428,8336779,262351
71892,8334243,262351
58460,8320811,262351
42429,8304780,262351
33254,8295605,262351
30921,8293272,262351
30336,8292687,262351
26196,8288547,262351
14678,8277029,262351
4240,8266591,262351
-19577,8242774,262351
-32438,8229913,262351
-40261,8222090,262351
-44011,8218340,262351
-36250,8226101,262351
-23369,8238982,262351
-17243,8245108,262351
-16085,8246266,262351
-16063,8246288,262351
-16101,8246250,262351
-15895,8246456,262351
-15634,8246717,262351
-12173,8250178,262351
-4382,8257969,262351
6382,8268733,262351
6773,8269124,262351
2166,8264517,262351
651,8263002,262351
347,8262698,262351
527,8262878,262351
798,8263149,262351
808,8263159,262351
648,8262999,262351
725,8263076,262351
2491,8264842,262351
-2926,8259425,262351
-8101,8254250,262351
-8691,8253660,262351
-8018,8254333,262351
-7378,8254973,262351
-7059,8255292,262351
-6903,8255448,262351
-6787,8255564,262351
-6721,8255630,262351
-6691,8255660,262351
-5415,8256936,262351
4716,8267067,262351
2173,8264524,262351
492,8262843,262351
394,8262745,262351
411,8262762,262351
322,8262673,262351
149,8262500,262351
211,8262562,262351
6557,8268908,262351
19386,8281737,262351
16601,8278952,262351
12107,8274458,262351
11282,8273633,262351
10985,8273336,262351
11013,8273364,262351
11205,8273556,262351
11378,8273729,262351
11238,8273589,262351
11392,8273743,262351
9134,8271485,262351
-2886,8259465,262351
-11958,8250393,262351
-12930,8249421,262351
-11123,8251228,262351
-9763,8252588,262351
-11403,8250948,262351
-13006,8249345,262351
-11265,8251086,262351
-9086,8253265,262351
-8248,8254103,262351
-7817,8254534,262351
-7135,8255216,262351
-5482,8256869,262351
-2843,8259508,262351
2196,8264547,262351
3917,8266268,262351
-11569,8250782,262351
-16861,8245490,262351
-18409,8243942,262351
-18884,8243467,262351
-20388,8241963,262351
-20267,8242084,262351
-15536,8246815,262351
-15201,8247150,262351
-14415,8247936,262351
-6664,8255687,262351
7370,8269721,262351
9703,8272054,262351
4518,8266869,262351
3617,8265968,262351
3100,8265451,262351
2901,8265252,262351
2986,8265337,262351
3285,8265636,262351
3621,8265972,262351
3547,8265898,262351
3409,8265760,262351
3385,8265736,262351
3310,8265661,262351
3193,8265544,262351
3235,8265586,262351
3211,8265562,262351
3141,8265492,262351
3025,8265376,262351
2838,8265189,262351
2742,8265093,262351
2819,8265170,262351
3730,8266081,262351
4128,8266479,262351
3519,8265870,262351
2876,8265227,262351
2723,8265074,262351
2900,8265251,262351
2851,8265202,262351
2780,8265131,262351
2688,8265039,262351
2699,8265050,262351
2736,8265087,262351
2710,8265061,262351
2803,8265154,262351
2991,8265342,262351
3068,8265419,262351
3039,8265390,262351
2821,8265172,262351
2853,8265204,262351
3140,8265491,262351
3284,8265635,262351
3166,8265517,262351
3127,8265478,262351
2963,8265314,262351
2605,8264956,262351
2517,8264868,262351
2421,8264772,262351
2127,8264478,262351
1902,8264253,262351
2000,8264351,262351
2091,8264442,262351
1699,8264050,262351
1154,8263505,262351
1074,8263425,262351
1362,8263713,262351
1367,8263718,262351
1371,8263722,262351
1492,8263843,262351
3384,8265735,262351
6580,8268931,262351
9574,8271925,262351
14962,8277313,262351
20719,8283070,262351
25515,8287866,262351
31615,8293966,262351
38625,8300976,262351
44755,8307106,262351
53371,8315722,262351
64880,8327231,262351
76086,8338437,262351
87875,8350226,262351
98163,8360514,262351
105533,8367884,262351
107572,8369923,262351
100792,8363143,262351
91553,8353904,262351
71098,8333449,262351
49576,8311927,262351
34386,8296737,262351
25365,8287716,262351
22893,8285244,262351
22971,8285322,262351
23226,8285577,262351
22896,8285247,262351
22317,8284668,262351
22260,8284611,262351
22525,8284876,262351
22719,8285070,262351
22739,8285090,262351
23005,8285356,262351
23834,8286185,262351
23941,8286292,262351
22386,8284737,262351
19877,8282228,262351
17222,8279573,262351
15393,8277744,262351
14268,8276619,262351
12810,8275161,262351
16838,8279189,262351
17309,8279660,262351
17534,8279885,262351
16920,8279271,262351
17360,8279711,262351
17892,8280243,262351
16772,8279123,262351
16439,8278790,262351
15226,8277577,262351
12487,8274838,262351
8198,8270549,262351
3162,8265513,262351
4289,8266640,262351
5253,8267604,262351
6567,8268918,262351
4744,8267095,262351
2817,8265168,262351
4122,8266473,262351
6638,8268989,262351
14785,8277136,262351
21704,8284055,262351
23004,8285355,262351
22332,8284683,262351
22260,8284611,262351
9925,8272276,262351
3109,8265460,262351
1826,8264177,262351
2872,8265223,262351
3859,8266210,262351
8244,8270595,262351
16126,8278477,262351
21875,8284226,262351
23488,8285839,262351
23148,8285499,262351
21663,8284014,262351
19749,8282100,262351
20143,8282494,262351
19701,8282052,262351
20081,8282432,262351
19077,8281428,262351
18157,8280508,262351
18214,8280565,262351
17478,8279829,262351
17545,8279896,262351
17829,8280180,262351
17898,8280249,262351
17882,8280233,262351
17884,8280235,262351
17923,8280274,262351
17936,8280287,262351
17930,8280281,262351
17957,8280308,262351
17977,8280328,262351
17998,8280349,262351
18002,8280353,262351
18041,8280392,262351
18058,8280409,262351
18004,8280355,262351
18077,8280428,262351
18085,8280436,262351
18100,8280451,262351
18100,8280451,262351
18045,8280396,262351
18013,8280364,262351
18054,8280405,262351
18140,8280491,262351
18161,8280512,262351
18087,8280438,262351
18047,8280398,262351
18108,8280459,262351
18111,8280462,262351
18101,8280452,262351
18173,8280524,262351
18162,8280513,262351
18231,8280582,262351
18219,8280570,262351
18133,8280484,262351
18182,8280533,262351
18228,8280579,262351
18226,8280577,262351
18208,8280559,262351
18185,8280536,262351
18189,8280540,262351
18302,8280653,262351
18334,8280685,262351
18345,8280696,262351
18322,8280673,262351
18270,8280621,262351
18303,8280654,262351
18388,8280739,262351
18398,8280749,262351
18388,8280739,262351
18342,8280693,262351
18279,8280630,262351
18345,8280696,262351
18333,8280684,262351
18306,8280657,262351
18373,8280724,262351
18392,8280743,262351
18425,8280776,262351
18398,8280749,262351
18342,8280693,262351
18391,8280742,262351
18413,8280764,262351
18421,8280772,262351
18499,8280850,262351
18485,8280836,262351
18399,8280750,262351
18389,8280740,262351
18373,8280724,262351
18460,8280811,262351
18495,8280846,262351
18447,8280798,262351
18465,8280816,262351
18492,8280843,262351
18458,8280809,262351
18420,8280771,262351
18418,8280769,262351
18420,8280771,262351
18490,8280841,262351
18468,8280819,262351
18489,8280840,262351
18497,8280848,262351
18502,8280853,262351
18620,8280971,262351
18566,8280917,262351
18488,8280839,262351
18507,8280858,262351
18515,8280866,262351
18541,8280892,262351
18506,8280857,262351
18458,8280809,262351
18438,8280789,262351
18501,8280852,262351
18529,8280880,262351
18530,8280881,262351
18523,8280874,262351
18551,8280902,262351
18569,8280920,262351
18567,8280918,262351
18526,8280877,262351
18562,8280913,262351
18546,8280897,262351
18611,8280962,262351
18648,8280999,262351
18618,8280969,262351
18584,8280935,262351
18640,8280991,262351
18603,8280954,262351
18577,8280928,262351
18555,8280906,262351
18554,8280905,262351
18615,8280966,262351
18632,8280983,262351
18588,8280939,262351
18553,8280904,262351
18616,8280967,262351
18656,8281007,262351
18570,8280921,262351
18563,8280914,262351
18597,8280948,262351
18607,8280958,262351
18585,8280936,262351
18573,8280924,262351
18612,8280963,262351
18606,8280957,262351
18601,8280952,262351
18590,8280941,262351
18577,8280928,262351
18637,8280988,262351
18615,8280966,262351
18560,8280911,262351
18595,8280946,262351
18609,8280960,262351
18568,8280919,262351
18600,8280951,262351
18608,8280959,262351
18632,8280983,262351
18631,8280982,262351
18660,8281011,262351
18684,8281035,262351
18854,8281205,262351
19554,8281905,262351
19652,8282003,262351
19328,8281679,262351
19602,8281953,262351
19983,8282334,262351
19636,8281987,262351
18921,8281272,262351
19024,8281375,262351
19704,8282055,262351
21185,8283536,262351
20978,8283329,262351
22289,8284640,262351
22595,8284946,262351
25460,8287811,262351
28808,8291159,262351
30792,8293143,262351
29865,8292216,262351
29601,8291952,262351
31399,8293750,262351
33163,8295514,262351
34205,8296556,262351
37515,8299866,262351
37507,8299858,262351
37420,8299771,262351
37396,8299747,262351
36259,8298610,262351
35253,8297604,262351
34307,8296658,262351
30564,8292915,262351
23807,8286158,262351
20779,8283130,262351
19787,8282138,262351
18723,8281074,262351
17560,8279911,262351
17539,8279890,262351
17583,8279934,262351
17593,8279944,262351
17566,8279917,262351
17553,8279904,262351
17537,8279888,262351
17529,8279880,262351
17561,8279912,262351
17622,8279973,262351
17686,8280037,262351
17661,8280012,262351
17561,8279912,262351
17550,8279901,262351
17561,8279912,262351
17597,8279948,262351
17596,8279947,262351
17464,8279815,262351
17456,8279807,262351
17523,8279874,262351
17508,8279859,262351
17530,8279881,262351
17586,8279937,262351
17580,8279931,262351
17522,8279873,262351
17535,8279886,262351
17537,8279888,262351
17449,8279800,262351
17437,8279788,262351
17457,8279808,262351
17409,8279760,262351
17469,8279820,262351
17490,8279841,262351
17460,8279811,262351
17489,8279840,262351
17511,8279862,262351
17514,8279865,262351
17518,8279869,262351
17491,8279842,262351
17440,8279791,262351
17446,8279797,262351
17494,8279845,262351
17519,8279870,262351
17537,8279888,262351
17551,8279902,262351
17551,8279902,262351
17518,8279869,262351
17516,8279867,262351
17473,8279824,262351
17531,8279882,262351
17573,8279924,262351
17518,8279869,262351
17488,8279839,262351
17526,8279877,262351
17505,8279856,262351
17509,8279860,262351
17552,8279903,262351
17562,8279913,262351
17450,8279801,262351
17425,8279776,262351
17493,8279844,262351
17535,8279886,262351
17499,8279850,262351
17526,8279877,262351
17464,8279815,262351
17412,8279763,262351
17439,8279790,262351
17311,8279662,262351
17350,8279701,262351
17379,8279730,262351
17421,8279772,262351
17402,8279753,262351
17395,8279746,262351
17407,8279758,262351
17422,8279773,262351
17377,8279728,262351
17392,8279743,262351
17399,8279750,262351
17374,8279725,262351
17345,8279696,262351
17392,8279743,262351
17475,8279826,262351
17357,8279708,262351
17386,8279737,262351
17405,8279756,262351
17377,8279728,262351
17383,8279734,262351
17412,8279763,262351
17405,8279756,262351
17409,8279760,262351
17345,8279696,262351
17343,8279694,262351
17384,8279735,262351
17377,8279728,262351
17336,8279687,262351
17347,8279698,262351
17373,8279724,262351
17393,8279744,262351
17395,8279746,262351
17354,8279705,262351
17385,8279736,262351
17365,8279716,262351
17325,8279676,262351
17404,8279755,262351
17423,8279774,262351
17396,8279747,262351
17376,8279727,262351
17334,8279685,262351
17365,8279716,262351
17345,8279696,262351
17364,8279715,262351
17396,8279747,262351
17404,8279755,262351
17364,8279715,262351
17393,8279744,262351
17440,8279791,262351
17428,8279779,262351
17408,8279759,262351
17417,8279768,262351
17473,8279824,262351
17447,8279798,262351
